"created_at","text","is_retweet","favorite_count","retweet_count","Hour","Day","Date"
2020-08-13 14:50:10,"Joint Statement of the United States, the State of Israel, and the United Arab Emirates https://t.co/oVyjLxf0jd",FALSE,91809,30624,14,5,2020-08-13
2020-08-13 14:35:27,"https://t.co/0wz3UZgIuj",FALSE,55613,17799,14,5,2020-08-13
2020-08-13 14:34:44,"President @realDonaldTrump: It's amazing the way Sleepy Joe buys into the Radical Left https://t.co/yw3awb8aUF",TRUE,0,6701,14,5,2020-08-13
2020-08-13 14:34:35,"President @realDonaldTrump on Joe Biden and Kamala Harris wanting to raise taxes on Americans by $4 TRILLION https://t.co/4GivxINsbu",TRUE,0,7936,14,5,2020-08-13
2020-08-13 13:56:53,"Drug companies, which are being forced by me to substantially reduce Drug Prices, are taking $millions in ads saying I want to increase Medicare Primiums. Wrong, just the opposite! These ads show DRUG PRICES ARE GOING DOWN, and they are not happy! False advertising!",FALSE,131759,36708,13,5,2020-08-13
2020-08-13 11:17:17,"The Fake News Media is giving @KamalaHarris a free pass despite her Radical Left failures and very poor run in the Democrat Primary. There was nobody meaner or more condescending to Slow Joe, not even me, and yet she quickly evaporated down to almost zero in the polls. Bad!",FALSE,106017,26704,11,5,2020-08-13
2020-08-13 10:44:43,"Very poor morning TV ratings for MSDNC’s Morning Joe, headed by a complete Psycho named Joe Scarborough and his ditzy airhead wife, Mika, and also @CNN, headed by complete unknowns. Congratulations to @foxandfriends on dominating the mornings (thank you President Trump!).",FALSE,106438,22924,10,5,2020-08-13
2020-08-13 10:43:13,"I will be interviewed by @MariaBartiromo on @FoxBusiness this morning at 7:30. A.M. Enjoy!",FALSE,61624,10604,10,5,2020-08-13
2020-08-13 02:05:08,"https://t.co/jXoffXyZed",TRUE,0,80602,2,5,2020-08-13
2020-08-13 02:01:04,"https://t.co/IlYgFXtpPq",TRUE,0,74160,2,5,2020-08-13
2020-08-13 02:00:24,"96% Approval Rating in the Republican Party. Thank you! Also, leading in most swing states!",TRUE,0,40016,2,5,2020-08-13
2020-08-13 01:35:45,"https://t.co/36b2xC1GZf",FALSE,322220,88540,1,5,2020-08-13
2020-08-12 21:57:11,"LIVE: President @realDonaldTrump holds a news conference https://t.co/2wqYwLWg5H",TRUE,0,8124,21,4,2020-08-12
2020-08-12 19:06:49,"LIVE: President @realDonaldTrump delivers remarks on getting students back to school https://t.co/yKWXYgVYY9",TRUE,0,9021,19,4,2020-08-12
2020-08-12 18:45:53,"I am sending $15M from @USDOT to beautiful North Dakota! This federal funding will support bus service for people from Bismarck to Grand Forks and several other areas statewide. Congratulations!",FALSE,77670,15391,18,4,2020-08-12
2020-08-12 18:45:27,"Congrats to Colorado who will be receiving $14.9M in federal infrastructure funds from @USDOT. Happy to support bus service for residents throughout this great state!",FALSE,57916,12185,18,4,2020-08-12
2020-08-12 18:44:24,"Honored to send $25.9 MILLION in @USDOT funds to the great State of Texas to support bus infrastructure improvements. Congratulations to the MANY Texans who will benefit!",FALSE,61319,13135,18,4,2020-08-12
2020-08-12 18:44:08,"Big news for Wisconsin! @USDOT is awarding $7.7M in federal infrastructure funds to support bus service for the people of Madison and Milwaukee County!",FALSE,46131,10184,18,4,2020-08-12
2020-08-12 18:44:01,"Good news for Florida! I’m awarding $27.8M from @USDOT in federal infrastructure funds to five areas including Orlando, Jacksonville, Ft. Myers/Naples, St. Petersburg, and Tampa. Happy to support bus service for the people in beautiful Florida!",FALSE,41320,9483,18,4,2020-08-12
2020-08-12 18:43:52,"Georgia will be receiving $13M in federal infrastructure funds from @USDOT. BIG investment in bus facilities for people in metro Atlanta – must keep people moving safely! @MARTASERVICE",FALSE,35229,7862,18,4,2020-08-12
2020-08-12 18:43:45,"Big improvements in rural bus service will be on their way to Michigan! I am awarding $27.8M in federal funding through @USDOT to improve bus service statewide. SO important for transit in this great state!",FALSE,37776,8370,18,4,2020-08-12
2020-08-12 18:43:35,"Sending $8.3M in @USDOT funding to North Carolina for bus and bus facility improvements in Asheville, Fayetteville, and Chapel Hill. Glad to support bus service in these areas!",FALSE,44068,9505,18,4,2020-08-12
2020-08-12 18:43:29,"New Hampshire will receive nearly $822K in @USDOT funds for bus service in the city of Nashua. Happy to support @RideBigBlue and keep the people of Nashua moving!",FALSE,32645,7158,18,4,2020-08-12
2020-08-12 18:43:24,"Congrats to Pennsylvania for receiving $11.5M in federal infrastructure funds from @USDOT. Huge investments in Hazleton and Erie County to improve transit service and bring an economic boost to these areas!",FALSE,39501,8919,18,4,2020-08-12
2020-08-12 18:43:17,"BIG bucks heading to Illinois! $18.9M in federal infrastructure funds from @USDOT will be awarded to @ConnectTransit, @CityLinkPeoria, and @PaceSuburbanBus for improvements to bus service in the areas. Congratulations!",FALSE,30601,6697,18,4,2020-08-12
2020-08-12 18:43:05,"$13.9M is heading to New Orleans in @USDOT funding for @NewOrleansRTA! Happy to support bus service and major fleet improvements for the great people of Louisiana and help them keep moving safely.",FALSE,31231,6810,18,4,2020-08-12
2020-08-12 18:42:56,"I’m awarding $14.7M in @USDOT funding to New Jersey to support bus infrastructure in @passaic_county. Helping make sure people can move quickly and safely!",FALSE,31781,6888,18,4,2020-08-12
2020-08-12 18:42:46,"Happy to send $18 MILLION in @USDOT funding to Utah to support their transit infrastructure and improve bus service. Huge and badly needed investment in the Cache Valley Region!",FALSE,36932,7924,18,4,2020-08-12
2020-08-12 18:42:36,"Bus investments are in the works for the people of Nebraska! I’m sending $13.6M from @USDOT in federal infrastructure funds for improvements to bus service in Omaha. Great news!",FALSE,36134,7564,18,4,2020-08-12
2020-08-12 18:42:27,"Happy to announce that @USDOT is providing $12.5M in federal infrastructure funds for bus improvements for the great people of Alabama. @huntsvillecity",FALSE,33239,6931,18,4,2020-08-12
2020-08-12 18:41:30,"Big news, Oklahoma! I’m proud to support infrastructure in your state with $13.7 million from @USDOT for bus improvements across the state. SO important for helping people get where they need to go safely.",FALSE,47106,10131,18,4,2020-08-12
2020-08-12 16:34:28,"Congratulations to Andrew Clyde on a big win last night against a strong opponent in #GA09! An early supporter of ours, Andrew will be an incredible Congressman for the people of Georgia!",FALSE,77654,15646,16,4,2020-08-12
2020-08-12 12:29:29,"Congratulations to future Republican Star Marjorie Taylor Greene on a big Congressional primary win in Georgia against a very tough and smart opponent. Marjorie is strong on everything and never gives up - a real WINNER!",FALSE,89282,18621,12,4,2020-08-12
2020-08-12 12:11:05,"Watched @billmaher last week for the first time in a long time. He’s totally SHOT, looks terrible, exhausted, gaunt, and weak. If there was ever a good reason for no shutdown, check out this jerk. He never had much going for him, but whatever he did have is missing in action!",FALSE,63226,13918,12,4,2020-08-12
2020-08-12 11:59:42,"The “suburban housewife” will be voting for me. They want safety &amp; are thrilled that I ended the long running program where low income housing would invade their neighborhood. Biden would reinstall it, in a bigger form, with Corey Booker in charge! @foxandfriends @MariaBartiromo",FALSE,121848,28008,11,4,2020-08-12
2020-08-12 11:44:41,"96% Approval Rating in the Republican Party. Thank you! Also, leading in most swing states!",FALSE,248734,40016,11,4,2020-08-12
2020-08-12 11:33:14,".@KamalaHarris started strong in the Democrat Primaries, and finished weak, ultimately fleeing the race with almost zero support. That’s the kind of opponent everyone dreams of!",FALSE,159164,32218,11,4,2020-08-12
2020-08-12 02:06:28,"https://t.co/IlYgFXtpPq",FALSE,191247,74160,2,4,2020-08-12
2020-08-11 23:56:13,"Sad to see the damage from the derecho in Midwest. 112 mile per hour winds in Midway, Iowa! The Federal government is in close coordination with State officials. We are with you all the way - Stay safe and strong!",FALSE,118996,21480,23,3,2020-08-11
2020-08-11 23:55:02,"Thank you to Sheriff Gonzales of Bernalillo County, New Mexico, for joining my call with our Nation’s sheriffs. Appreciate your partnership to help make your county safe – great comments on Operation Legend! https://t.co/M41wLOg5ZA",FALSE,60301,15708,23,3,2020-08-11
2020-08-11 22:31:59,"Will be interviewed tonight on @seanhannity at 9:00 P.M. @FoxNews",FALSE,86778,15867,22,3,2020-08-11
2020-08-11 21:38:11,"LIVE: President @realDonaldTrump holds a news conference https://t.co/8zuQqdheWk",TRUE,0,8060,21,3,2020-08-11
2020-08-11 20:39:33,"https://t.co/jXoffXyZed",FALSE,220834,80602,20,3,2020-08-11
2020-08-11 12:34:14,"Big Stock Market Numbers!",FALSE,209844,31367,12,3,2020-08-11
2020-08-11 12:33:47,"More Testing, which is a good thing (we have the most in the world), equals more Cases, which is Fake News Gold. They use Cases to demean the incredible job being done by the great men &amp; women of the U.S. fighting the China Plague!",FALSE,122244,25510,12,3,2020-08-11
2020-08-11 11:45:06,"..so called American Intelligence were Dirty Cops who have now proven to be sleazebags at the highest level like James Comey, proven liar James Clapper, &amp; perhaps the lowest of them all, Wacko John Brennan who headed the CIA, you could perhaps understand my reluctance to embrace!",FALSE,104248,23760,11,3,2020-08-11
2020-08-11 11:45:06,"John Bolton, one of the dumbest people I’ve met in government and sadly, I’ve met plenty, states often that I respected, and even trusted, Vladimir Putin of Russia more than those in our Intelligence Agencies. While of course that is not true, if the first people you met from....",FALSE,112500,25519,11,3,2020-08-11
2020-08-11 11:06:14,"....went on at the White House during some extremely interesting and important times. So many good stories by someone who, unlike most other so called writers, was actually there, and a part of the action - of which there was plenty. Go buy this book, a job well done!",FALSE,55271,11415,11,3,2020-08-11
2020-08-11 11:06:14,"Great new book by former Director of Oval Office Operations, Madeleine Westerhout, entitled “Off the Record”. When I look at all of the Fake Books and garbage written about me, it’s really nice to see a very smart and already wise young woman write an honest depiction of what....",FALSE,80768,17893,11,3,2020-08-11
2020-08-10 23:20:41,"https://t.co/0Qex1aSLCf",FALSE,125940,28673,23,2,2020-08-10
2020-08-10 22:05:26,"LIVE: President @realDonaldTrump holds a news conference https://t.co/q1rxBdvHGv",TRUE,0,9746,22,2,2020-08-10
2020-08-10 21:48:39,"LIVE: President @realDonaldTrump holds a news conference https://t.co/Vbc9lndRoK",TRUE,0,6619,21,2,2020-08-10
2020-08-10 19:38:17,"White House News Conference today at 5:30 P.M. Enjoy!",FALSE,104770,17633,19,2,2020-08-10
2020-08-10 18:13:19,"Play College Football!",FALSE,328504,57559,18,2,2020-08-10
2020-08-10 18:12:07,"We have narrowed the Presidential Nomination Acceptance Speech, to be delivered on the final night of the Convention (Thursday), to two locations - The Great Battlefield of Gettysburg, Pennsylvania, and the White House, Washington, D.C. We will announce the decision soon!",TRUE,0,26118,18,2,2020-08-10
2020-08-10 18:11:39,"Portland, which is out of control, should finally, after almost 3 months, bring in the National Guard. The Mayor and Governor are putting people’s lives at risk. They will be held responsible. The Guard is ready to act immediately. The Courthouse is secured by Homeland!",TRUE,0,30011,18,2,2020-08-10
2020-08-10 18:11:06,"So now Schumer and Pelosi want to meet to make a deal. Amazing how it all works, isn’t it. Where have they been for the last 4 weeks when they were “hardliners”, and only wanted BAILOUT MONEY for Democrat run states and cities that are failing badly? They know my phone number!",TRUE,0,54618,18,2,2020-08-10
2020-08-10 18:10:59,"RINO Ben Sasse, who needed my support and endorsement in order to get the Republican nomination for Senate from the GREAT State of Nebraska, has, now that he’s got it (Thank you President T), gone rogue, again. This foolishness plays right into the hands of the Radical Left Dems!",TRUE,0,22628,18,2,2020-08-10
2020-08-10 17:49:00,"...Jason worked with me to save Minneapolis along with your great National Guard after your local political leaders failed to do so. Jason has my Complete and Total Endorsement! #MNSEN https://t.co/PeTUxOGipN",FALSE,23405,5947,17,2,2020-08-10
2020-08-10 17:49:00,"Jason Lewis (@LewisForMN) will be an incredible Senator for the State of Minnesota! He is a proven leader who will help us Lower your Taxes, Protect our Communities and Defend your Second Amendment…",FALSE,45939,11398,17,2,2020-08-10
2020-08-10 17:46:59,"My friend, Congressman @TomEmmer, is doing a tremendous job for the people of Minnesota! He strongly supports our brave Law Enforcement &amp; National Guard, fights for our Vets and works hard to Cut your Taxes! Tom has my Complete and Total Endorsement! #MN06 https://t.co/fPIsaonBXO",FALSE,25864,6867,17,2,2020-08-10
2020-08-10 17:46:28,"Congressman @PeteStauber fights for the hard-working people of Northeastern Minnesota! A former professional hockey player, Pete knows how to win. He stands for Law Enforcement, Small Business and our Vets. Pete has my Complete and Total Endorsement! #MN08 https://t.co/hu99hpOvbZ",FALSE,25631,6988,17,2,2020-08-10
2020-08-10 17:45:45,"Congressman Jim Hagedorn (@JimHagedornMN) is an incredible advocate for Minnesota! He fights for our Farmers, Vets and Small Businesses, and he strongly defends your Second Amendment! Jim has my Complete and Total Endorsement! #MN01 https://t.co/MeuHHh8KFc",FALSE,23963,6340,17,2,2020-08-10
2020-08-10 17:45:19,"Congratulations on your big primary win, Governor @MikeParson! You have my Complete and Total Endorsement! #MOGOV https://t.co/2Ve5jix3hS",FALSE,29161,7040,17,2,2020-08-10
2020-08-10 17:44:57,"Vote for Michelle – a real winner! #MN07 https://t.co/gViVuUwIRj",FALSE,33230,8698,17,2,2020-08-10
2020-08-10 17:38:26,"CONGRATS to General Dynamic’s Bath Iron Works &amp; Local S6 on reaching a tentative agreement after the long strike. GD builds GREAT Arleigh-Burke destroyers. Super boost for Maine Economy. Glad to have helped. I’ve done a lot for Maine! https://t.co/6bXwvtje5P",FALSE,34224,8366,17,2,2020-08-10
2020-08-10 17:20:44,"The student-athletes have been working too hard for their season to be cancelled. #WeWantToPlay https://t.co/lI3CCKZ4ID",FALSE,139528,34616,17,2,2020-08-10
2020-08-10 17:15:55,"We have narrowed the Presidential Nomination Acceptance Speech, to be delivered on the final night of the Convention (Thursday), to two locations - The Great Battlefield of Gettysburg, Pennsylvania, and the White House, Washington, D.C. We will announce the decision soon!",FALSE,118959,26118,17,2,2020-08-10
2020-08-10 15:00:04,"Thank you to Senator Bill Cassidy of Louisiana for his very smart words on the just signed Executive Orders!",FALSE,77878,15499,15,2,2020-08-10
2020-08-10 14:55:55,"Portland, which is out of control, should finally, after almost 3 months, bring in the National Guard. The Mayor and Governor are putting people’s lives at risk. They will be held responsible. The Guard is ready to act immediately. The Courthouse is secured by Homeland!",FALSE,115929,30011,14,2,2020-08-10
2020-08-10 14:39:28,"RINO Ben Sasse, who needed my support and endorsement in order to get the Republican nomination for Senate from the GREAT State of Nebraska, has, now that he’s got it (Thank you President T), gone rogue, again. This foolishness plays right into the hands of the Radical Left Dems!",FALSE,82378,22628,14,2,2020-08-10
2020-08-10 13:10:34,"So now Schumer and Pelosi want to meet to make a deal. Amazing how it all works, isn’t it. Where have they been for the last 4 weeks when they were “hardliners”, and only wanted BAILOUT MONEY for Democrat run states and cities that are failing badly? They know my phone number!",FALSE,231532,54618,13,2,2020-08-10
2020-08-10 01:45:34,".@Scaramucci, who just made a fool of himself as he got taken apart by @SteveHiltonx, only lasted 11 days in his favorite of all time Administration, before being fired for, again, making a fool of himself. Anthony is a loser who begged to come back. I said “No Thanks”.",FALSE,111154,24918,1,2,2020-08-10
2020-08-10 01:07:26,"This is Fake News by the failing @nytimes &amp; bad ratings @CNN. Never suggested it although, based on all of the many things accomplished during the first 3 1/2 years, perhaps more than any other Presidency, sounds like a good idea to me! https://t.co/EHrA9yUsAw",FALSE,120786,30491,1,2,2020-08-10
2020-08-10 01:07:17,"https://t.co/FPSif7Ieff",FALSE,209409,39584,1,2,2020-08-10
2020-08-09 23:24:24,"See you in less than 1 hour on Fox (8 PM eastern), when I sit down with AG Barr for the entire show!  Please don’t miss it! https://t.co/GT7sh9iH33",TRUE,0,10532,23,1,2020-08-09
2020-08-09 23:22:50,"TONIGHT AT 8 PM EASTERN, AG BILL BARR IS MY GUEST FOR THE FULL HOUR ON LIFE, LIBRTY &amp; LEVIN ON FOX!  IF YOU CAN'T WATCH LIVE, YOU CAN RECORD IT ON YOUR DVR!  AG BARR IS FABULOUS, DON'T MISS IT!  SEE YOU THEN! https://t.co/GXhDF4mr2x",TRUE,0,11038,23,1,2020-08-09
2020-08-09 02:26:15,"ADDENDUM:

This is 100% correct.

CHIEF JUSTICE ROBERTS HIMSELF OPENED UP THE DOOR FOR THIS WITH THAT DACA RULING JUST LAST MONTH.

Remember, TRUMP HIMSELF warned that this gives the President TOO MUCH POWER, if EO's **can't** be reversed by successors.

https://t.co/3E8ZQPYg5Q",TRUE,0,11452,2,1,2020-08-09
2020-08-09 02:24:25,"Just think of it as DACA for Americans needing relief from unemployment and payroll taxes.",TRUE,0,11987,2,1,2020-08-09
2020-08-09 02:21:58,"Why is the DACA executive order a valid thing per SCOTUS but not this?",TRUE,0,8531,2,1,2020-08-09
2020-08-09 02:21:32,"1. President Trump had no choice but to issue the Executive Orders this afternoon, and given that Obama instituted DACA without legislation and John Roberts seemed okay with that, the president's DOJ will have strong grounds on which to defend them.",TRUE,0,22868,2,1,2020-08-09
2020-08-09 01:50:13,"Sleepy Joe Biden just agreed with the Radical Left Democrats to raise Taxes by Three Trillion Dollars. Everyone will pay - Will kill your Stocks, 401k’s, and the ECONOMY. BIG CRASH!  #MAGA",TRUE,0,45308,1,1,2020-08-09
2020-08-08 23:19:29,"https://t.co/16JTBhdrl9",FALSE,127299,32268,23,7,2020-08-08
2020-08-08 21:54:07,"The President's fourth directive today extends relief to student loan borrowers through the end of the year. https://t.co/sfZNOs0WlT",TRUE,0,12470,21,7,2020-08-08
2020-08-08 21:54:04,"Today's third executive order provides for the continuation of expanded unemployment benefits. https://t.co/SvMquVZzDM",TRUE,0,11676,21,7,2020-08-08
2020-08-08 21:54:00,"President @realDonaldTrump's second executive order today protects Americans from eviction. https://t.co/v0v0XEtrwN",TRUE,0,12069,21,7,2020-08-08
2020-08-08 21:53:55,"President @realDonaldTrump's first executive order today provides a payroll tax holiday to Americans earning less than $100,000 per year. https://t.co/0VQGowNmx2",TRUE,0,16930,21,7,2020-08-08
2020-08-08 20:22:28,"LIVE: President @realDonaldTrump holds a news conference https://t.co/B7SnQcWVQt",TRUE,0,11939,20,7,2020-08-08
2020-08-08 20:05:54,"Major News Conference in Ten Minutes!",FALSE,166777,22167,20,7,2020-08-08
2020-08-08 19:28:59,"Sleepy Joe Biden just agreed with the Radical Left Democrats to raise Taxes by Three Trillion Dollars. Everyone will pay - Will kill your Stocks, 401k’s, and the ECONOMY. BIG CRASH!  #MAGA",FALSE,165314,45308,19,7,2020-08-08
2020-08-08 00:33:20,"As a result of President @realDonaldTrump's tough actions on the Tennessee Valley Authority, the @TVAnews is now changing course on firing American workers https://t.co/cujfe56EpP",TRUE,0,12443,0,7,2020-08-08
2020-08-08 00:33:08,"President @realDonaldTrump in New Jersey: We sent millions of medical supplies to New Jersey, provided $3.4 billion in emergency relief funding, and $23 billion to 250,000 Jersey small businesses through the Paycheck Protection Program https://t.co/IBEULj8BHb",TRUE,0,9300,0,7,2020-08-08
2020-08-08 00:32:02,"Left-wing violent extremism is a serious threat to American lives and American freedom.

President @realDonaldTrump on the violence in Portland: https://t.co/oMouVwv9un",TRUE,0,12660,0,7,2020-08-08
2020-08-08 00:32:00,"President @realDonaldTrump has spoken with President Aoun of Lebanon.

3 large aircraft are on the way with medical supplies, food, water, and emergency equipment to help. https://t.co/haYxQKbAdz",TRUE,0,9481,0,7,2020-08-08
2020-08-08 00:31:55,"President @realDonaldTrump gives an update on payroll tax, enhanced unemployment benefits, student loan payments, and the eviction moratorium: https://t.co/5tOLVioJBw",TRUE,0,10970,0,7,2020-08-08
2020-08-08 00:31:50,"""We added 1.8 million new jobs in July—exceeding predictions for the third month in a row."" https://t.co/7XfyI4PhEc",TRUE,0,7737,0,7,2020-08-08
2020-08-07 23:35:33,"LIVE: President @realDonaldTrump holds a news conference https://t.co/IkaqkcJtpR",TRUE,0,8987,23,6,2020-08-07
2020-08-07 22:58:31,"Big wins in Tennessee and Kansas! Congratulations to @BillHagertyTN and @RogerMarshallMD. They love our Country and they love their Great States. Strong on Crime, Military, our Vets and the Second Amendment. They have my Complete and Total Endorsement!",FALSE,71791,16476,22,6,2020-08-07
2020-08-07 22:32:51,"I will be doing a news conference on the ChinaVirus, the just announced very good economic numbers, and the improving economy, at 7pm from Bedminster, New Jersey. Also, the subject of the Beirut, Lebanon catastrophe will be discussed.",FALSE,125481,25185,22,6,2020-08-07
2020-08-07 22:31:12,"...We will be having a conference call on Sunday with President Macron, leaders of Lebanon, and leaders from various other parts of the world. Everyone wants to help!",FALSE,56065,10105,22,6,2020-08-07
2020-08-07 22:31:12,"...At 3pm this afternoon, spoke to President Aoun of Lebanon to inform him that 3 large aircraft are on the way, loaded up with Medical Supplies, Food and Water. Also, First Responders, Technicians, Doctors, and Nurses on the way...",FALSE,69868,12947,22,6,2020-08-07
2020-08-07 22:31:11,"Had a lengthy discussion this morning with President Macron of France concerning numerous subjects, but in particular the catastrophic event which took place in Beirut, Lebanon...",FALSE,83284,15566,22,6,2020-08-07
2020-08-07 21:03:57,"Pelosi and Schumer only interested in Bailout Money for poorly run Democrat cities and states. Nothing to do with China Virus! Want one trillion dollars. No interest. We are going a different way!",FALSE,172437,42400,21,6,2020-08-07
2020-08-07 14:55:17,"https://t.co/GCdlGJpOxc",FALSE,136390,30335,14,6,2020-08-07
2020-08-07 14:49:00,"https://t.co/3Oe3SUds5k",FALSE,50815,13573,14,6,2020-08-07
2020-08-07 13:48:00,"Great Jobs Numbers!",FALSE,211082,32281,13,6,2020-08-07
2020-08-07 13:06:23,"After yesterday’s statement, Sleepy Joe Biden is no longer worthy of the Black Vote!",FALSE,208347,40615,13,6,2020-08-07
2020-08-07 13:03:05,"NEW: Biden draws distinction between diversity within Black and Latino communities, telling @NPR’s @lourdesgnavarro that “unlike the African-American community, with notable exceptions, the Latino community is an incredibly diverse community with incredibly different attitudes.."" https://t.co/ZbWmVZTFFL",TRUE,0,9051,13,6,2020-08-07
2020-08-07 12:51:59,"This is the biggest political crime and scandal in American history. Hopefully, for the good of our Country, it is coming soon! https://t.co/sgblnB0EgL",FALSE,75735,25202,12,6,2020-08-07
2020-08-07 12:49:15,"Thank you! https://t.co/OS9T8cjDy0",FALSE,54896,13672,12,6,2020-08-07
2020-08-07 12:48:42,"Thank you! https://t.co/uEytELtQQj",FALSE,61451,14601,12,6,2020-08-07
2020-08-07 12:48:10,"@realDonaldTrump Yes! Please add to the things to do. Drain the swamp and prevent it from coming back. Set ""Term limits"" to our politicians. 
Also, establish a National standard election process that will protect and preserve the integrity of our elections.",TRUE,0,7799,12,6,2020-08-07
2020-08-07 12:47:33,"On this World Day Against Trafficking, I’m humbled to announce that we are deepening our commitment in the fight against Human Trafficking. Visit https://t.co/1Jm8QXdfoh for more on how the @tebowfoundation is going deeper into this fight. Will you join us? #EndHumanTrafficking https://t.co/pgrIuBhHJM",TRUE,0,16999,12,6,2020-08-07
2020-08-07 12:46:50,"The letter adds: “potentially allowing China to track the locations of Federal employees and contractors, build dossiers of personal information for blackmail, and conduct corporate espionage.” #TikTok #POTUS",TRUE,0,5887,12,6,2020-08-07
2020-08-07 12:46:11,"In letter to Congress President Donald Trump calls TikTok a threat to national security because the data the app collects. The letter says: “This data collection threatens to allow the Chinese Communist Party access to Americans' personal and proprietary information...” #TikTok",TRUE,0,6721,12,6,2020-08-07
2020-08-07 12:44:35,"President Donald Trump on Thursday ordered an unspecified ban on ""transactions"" with the Chinese owners of the consumer apps TikTok and WeChat. https://t.co/7ThlpKPgSr",TRUE,0,4490,12,6,2020-08-07
2020-08-07 12:41:26,"BREAKING: Trump signs executive order forcing the divestment of TikTok by it’s owner, ByteDance.

Any company still doing business with TikTok in 45 days is subject to sanctions, Trump said https://t.co/pgycgEAm0l",TRUE,0,6608,12,6,2020-08-07
2020-08-07 12:36:13,"""Joe Biden this morning, he totally disparaged and insulted the black community. What he said is incredible...it was a very insulting statement he made.""

@realDonaldTrump responds to @JoeBiden saying Latinos have 'incredibly different' attitudes, unlike black Americans. https://t.co/EOoyatyq0b",TRUE,0,7106,12,6,2020-08-07
2020-08-07 12:35:33,"RACE COMMENT BACKLASH: @marykbruce reports on the backlash Joe Biden is facing after appearing to suggest most African Americans are uniform in their views, with Pres. Trump seizing on the comment and the Biden campaign responding. https://t.co/00yjwFpCtP https://t.co/cCXBRFsHHN",TRUE,0,5456,12,6,2020-08-07
2020-08-07 12:30:03,"I called the politicization of the China Virus by the Radical Left Democrats a Hoax, not the China Virus itself. Everybody knows this except for the Fake and very Corrupt Media!",FALSE,152403,37363,12,6,2020-08-07
2020-08-07 00:41:55,"https://t.co/8XG18cSqTr https://t.co/KHWhXoJG7L",FALSE,70375,22209,0,6,2020-08-07
2020-08-06 21:59:57,"WE will WIN Ohio even bigger than we did in 2016 — MAGA is stronger than ever before! https://t.co/2JB9rCzRue",FALSE,183395,45515,21,5,2020-08-06
2020-08-06 21:39:55,"Chicago had a 139% increase in murders in July

2020 --&gt; 105

2019 --&gt; 44

Barack Obama, Joe Biden, and every single NBA player are silent.

They don't care about black lives. They care about capitalizing on black lives!",TRUE,0,26215,21,5,2020-08-06
2020-08-06 21:39:38,"My name is Angela Stanton King. 

I’m a proud Black woman who supports @realDonaldTrump. 

I’m done with the Democrat Party lying to my community. 

I’m running for Congress to end the lies once and for all. 

RT and follow to join my campaign of truth! 🇺🇸",TRUE,0,40517,21,5,2020-08-06
2020-08-06 21:38:03,"“Joe Biden’s polices put China first, and America last.” -@realDonaldTrump",TRUE,0,14294,21,5,2020-08-06
2020-08-06 21:37:10,"I've updated my Twitter username to stand in solidarity with my Black American friends, who first had their blackness snatched by Joe Biden, before he proceeded to tell them they are all monolithic lemmings. 

#NotableException ✊🏾",TRUE,0,12282,21,5,2020-08-06
2020-08-06 21:36:37,"Fake News CNN is at it again, carrying water for Joe Biden!  
https://t.co/JaHv6P3jbx",TRUE,0,9654,21,5,2020-08-06
